10000, 23200, 1.2200e+03, 1.2500e+03, 1.1800e+03, 1.2100e+03, 1.2200e+03, 1.3000e+03, END
20000, 4.4460e+04, 1.2100e+03, 1.3100e+03, 1.2100e+03, 1.2700e+03, 1.1500e+03, 1.4700e+03, END
30000, 6.4290e+04, 1.0900e+03, 1.1500e+03, 1.0700e+03, 1.1400e+03, 1.0400e+03, 1.2800e+03, END
40000, 8.5150e+04, 1.2300e+03, 1.2900e+03, 1.2000e+03, 1.2700e+03, 1.1400e+03, 1.3100e+03, END
50000, 1.0169e+05, 1.1100e+03, 1.1700e+03, 1.0500e+03, 1.2600e+03, 1.2500e+03, 1.2900e+03, END
60000, 1.2412e+05, 1.1200e+03, 1.1700e+03, 1.1000e+03, 1.1500e+03, 1.0400e+03, 1.2800e+03, END
70000, 1.4499e+05, 1.0600e+03, 1.2100e+03, 1.0700e+03, 1.1900e+03, 1.0200e+03, 1.2400e+03, END
80000, 1.6582e+05, 1.1800e+03, 1.3100e+03, 1.2100e+03, 1.2100e+03, 1.1700e+03, 1.3600e+03, END
90000, 1.9052e+05, 1.1600e+03, 1.2400e+03, 1.1200e+03, 1.1500e+03, 1.0600e+03, 1.2600e+03, END
100000, 2.0852e+05, 1.1000e+03, 1.1700e+03, 1.0700e+03, 1.1100e+03, 1.0500e+03, 1.2300e+03, END
110000, 2.2755e+05, 1.2000e+03, 1.3000e+03, 1.1900e+03, 1.1400e+03, 1.0400e+03, 1.2800e+03, END
120000, 2.4577e+05, 1.0900e+03, 1.4300e+03, 1.2500e+03, 1.1600e+03, 1.2200e+03, 1.3500e+03, END
130000, 2.6371e+05, 1.0600e+03, 1.2100e+03, 1.0700e+03, 9.7000e+02, 1.0400e+03, 1.2300e+03, END
140000, 2.8727e+05, 1.0800e+03, 1.2200e+03, 1.1000e+03, 1.1200e+03, 1.0300e+03, 1.3500e+03, END
150000, 3.1097e+05, 1.1100e+03, 1.2500e+03, 1.0600e+03, 1.1300e+03, 1.0400e+03, 1.2500e+03, END
160000, 3.2175e+05, 1.0900e+03, 1.2600e+03, 1.0900e+03, 1.2000e+03, 1.3900e+03, 1.2100e+03, END
170000, 3.4454e+05, 1.1700e+03, 1.2300e+03, 1.1200e+03, 1.1800e+03, 1.0300e+03, 1.2300e+03, END
180000, 3.6693e+05, 1.0900e+03, 1.2300e+03, 1.0800e+03, 1.1500e+03, 1.0200e+03, 1.2400e+03, END
190000, 4.0154e+05, 1.4200e+03, 1.3900e+03, 1.2000e+03, 1.3100e+03, 1.1500e+03, 1.3500e+03, END
200000, 4.4804e+05, 1.2200e+03, 1.4300e+03, 1.1500e+03, 1.1900e+03, 1.0800e+03, 1.2300e+03, END
210000, 4.4028e+05, 1.1700e+03, 1.2900e+03, 1.1500e+03, 1.2200e+03, 1.0600e+03, 1.2400e+03, END
220000, 4.5996e+05, 1.1400e+03, 1.1900e+03, 1.0900e+03, 1.1400e+03, 1.0500e+03, 1.3300e+03, END
230000, 4.7645e+05, 1.1200e+03, 1.2600e+03, 1.1300e+03, 1.1900e+03, 1.0500e+03, 1.3700e+03, END
240000, 4.9256e+05, 1.1200e+03, 1.2500e+03, 1.2300e+03, 1.4900e+03, 1.1200e+03, 1.3200e+03, END
250000, 5.1759e+05, 1.2600e+03, 1.4000e+03, 1.1000e+03, 1.1500e+03, 9.9000e+02, 1.2300e+03, END
260000, 5.4488e+05, 1.0600e+03, 1.2400e+03, 1.1200e+03, 1.1200e+03, 1.0500e+03, 1.2400e+03, END
270000, 5.6205e+05, 1.2900e+03, 1.2900e+03, 1.2100e+03, 1.3000e+03, 1.1700e+03, 1.3400e+03, END
280000, 6.3196e+05, 1.2600e+03, 1.4500e+03, 1.1700e+03, 1.2800e+03, 1.2000e+03, 1.3600e+03, END
290000, 6.1629e+05, 1.1400e+03, 1.3400e+03, 1.2200e+03, 1.1400e+03, 1.0900e+03, 1.3500e+03, END
300000, 6.3073e+05, 1.1200e+03, 1.2300e+03, 1.0700e+03, 1.1700e+03, 1.0700e+03, 1.2500e+03, END
310000, 6.3905e+05, 1.1400e+03, 1.2200e+03, 1.0600e+03, 1.2300e+03, 1.0500e+03, 1.2500e+03, END
320000, 6.6670e+05, 1.2100e+03, 1.3700e+03, 1.1900e+03, 1.2600e+03, 1.1400e+03, 1.3600e+03, END
330000, 7.2051e+05, 1.2300e+03, 1.3400e+03, 1.2100e+03, 1.2900e+03, 1.1800e+03, 1.4400e+03, END
340000, 7.3572e+05, 1.1600e+03, 1.2800e+03, 1.1400e+03, 1.2100e+03, 1.0900e+03, 1.4300e+03, END
350000, 7.1930e+05, 1.0700e+03, 1.1900e+03, 1.0800e+03, 1.1200e+03, 1.0500e+03, 1.2300e+03, END
360000, 7.5857e+05, 1.1600e+03, 1.3100e+03, 1.1600e+03, 1.3100e+03, 1.1000e+03, 1.4000e+03, END
370000, 7.6279e+05, 1.1100e+03, 1.2300e+03, 1.0200e+03, 1.1400e+03, 1.0300e+03, 1.3000e+03, END
380000, 8.0486e+05, 1.1700e+03, 1.2400e+03, 1.2500e+03, 1.4200e+03, 1.0800e+03, 1.3700e+03, END
390000, 8.3488e+05, 1.1500e+03, 1.2700e+03, 1.1300e+03, 1.1800e+03, 1.1000e+03, 1.3000e+03, END
400000, 8.4379e+05, 1.2700e+03, 1.4100e+03, 1.2000e+03, 1.2800e+03, 1.1700e+03, 1.4300e+03, END
410000, 8.5975e+05, 1.2500e+03, 1.2400e+03, 1.3000e+03, 1.2900e+03, 1.1900e+03, 1.4200e+03, END
420000, 9.4543e+05, 1.1900e+03, 1.3900e+03, 1.2000e+03, 1.2700e+03, 1.1200e+03, 1.3700e+03, END
430000, 9.3389e+05, 1.3900e+03, 1.3500e+03, 1.0600e+03, 1.1700e+03, 1.0300e+03, 1.3300e+03, END
440000, 9.2802e+05, 1.0900e+03, 1.2200e+03, 1.0800e+03, 1.1700e+03, 1.0200e+03, 1.3600e+03, END
450000, 9.6127e+05, 1.1700e+03, 1.3600e+03, 1.2100e+03, 1.2600e+03, 1.1500e+03, 1.3700e+03, END
460000, 9.6847e+05, 1.1300e+03, 1.1900e+03, 1.1000e+03, 1.1400e+03, 1.0500e+03, 1.3200e+03, END
470000, 9.8288e+05, 1.2400e+03, 1.3800e+03, 1.2400e+03, 1.2800e+03, 1.1600e+03, 1.3300e+03, END
