900000000; 2184,837; 0,00135; 0,00151; 0,00135; 0,00132; 0,0067; 0,0015
910000000; 24003,23; 0,00135; 0,00153; 0,00146; 0,00128; 0,01578; 0,00147
920000000; 2112,821; 0,00142; 0,00149; 0,00134; 0,0014; 0,00881; 0,00158
930000000; 27814,61; 0,028; 0,0015; 0,02962; 0,0014; 0,00699; 0,02018
940000000; 29021,51; 0,01676; 0,00137; 0,0149; 0,00125; 0,0175; 0,01045
950000000; 29528; 0,03882; 0,00179; 0,04644; 0,00141; 0,01698; 0,05301
960000000; 30666,1; 0,01557; 0,00139; 0,01462; 0,00133; 0,00639; 0,01002
970000000; 30541,77; 0,01617; 0,00131; 0,01499; 0,00128; 0,22286; 0,01184
980000000; 32383,83; 0,01775; 0,0015; 0,01582; 0,00132; 0,01977; 0,00976
990000000; 33501,25; 0,01802; 0,00141; 0,01525; 0,00151; 0,01947; 0,01097
1000000000; 37807,26; 0,01991; 0,00149; 0,02226; 0,00155; 0,01573; 0,01238
