10000000; 26,9715; 0,0013; 0,00177; 0,00161; 0,00147; 0,00577; 0,00177
20000000; 45,04846; 0,00112; 0,0013; 0,00114; 0,00118; 0,00106; 0,00151
30000000; 64,48553; 0,00123; 0,00128; 0,00118; 0,00171; 0,00119; 0,00175
40000000; 85,29757; 0,00117; 0,00142; 0,00117; 0,00125; 0,00109; 0,00142
50000000; 103,6545; 0,00118; 0,00131; 0,00115; 0,00123; 0,00106; 0,00136
60000000; 123,7836; 0,00116; 0,0013; 0,00116; 0,00127; 0,00104; 0,00137
70000000; 144,5616; 0,00114; 0,00131; 0,00118; 0,00122; 0,00104; 0,00172
80000000; 164,7344; 0,00116; 0,0013; 0,00115; 0,00124; 0,00103; 0,00136
90000000; 185,0922; 0,00117; 0,00132; 0,00119; 0,0012; 0,00105; 0,00135
100000000; 209,6331; 0,00118; 0,0013; 0,00115; 0,00122; 0,00105; 0,00175
110000000; 227,9061; 0,0012; 0,00132; 0,00115; 0,00124; 0,00105; 0,00159
120000000; 247,6111; 0,0012; 0,0013; 0,00116; 0,00125; 0,00105; 0,00155
130000000; 267,6315; 0,00117; 0,00131; 0,00117; 0,00122; 0,00106; 0,00162
140000000; 288,1325; 0,00121; 0,00129; 0,00116; 0,00126; 0,00106; 0,00176
150000000; 309,5061; 0,00119; 0,00132; 0,00115; 0,00128; 0,00104; 0,00153
160000000; 335,9725; 0,00117; 0,00132; 0,00112; 0,00156; 0,00104; 0,0018
170000000; 350,1699; 0,00132; 0,00144; 0,00131; 0,00139; 0,00117; 0,00177
180000000; 372,331; 0,00118; 0,0013; 0,00117; 0,00125; 0,00103; 0,00162
190000000; 391,0826; 0,00117; 0,00132; 0,00117; 0,00126; 0,00104; 0,00154
200000000; 410,8094; 0,00118; 0,00133; 0,00116; 0,00123; 0,00104; 0,00138
210000000; 430,7861; 0,00119; 0,0013; 0,00116; 0,00125; 0,00105; 0,0016
220000000; 451,2437; 0,00118; 0,0013; 0,00119; 0,00128; 0,00107; 0,00138
230000000; 473,362; 0,00118; 0,00132; 0,00118; 0,00126; 0,00104; 0,00175
240000000; 491,6635; 0,00119; 0,00133; 0,00113; 0,00128; 0,00105; 0,00162
250000000; 511,0606; 0,00116; 0,00131; 0,00117; 0,00129; 0,00103; 0,00137
260000000; 532,1255; 0,00115; 0,00131; 0,00113; 0,0012; 0,00106; 0,00139
270000000; 553,1429; 0,00125; 0,00138; 0,00131; 0,00126; 0,00106; 0,00144
280000000; 573,0994; 0,00117; 0,00131; 0,00115; 0,00124; 0,00106; 0,00141
290000000; 594,4521; 0,00119; 0,0013; 0,00116; 0,00125; 0,00103; 0,00161
300000000; 615,8233; 0,00118; 0,00133; 0,00117; 0,00121; 0,0011; 0,00148
310000000; 636,3697; 0,00119; 0,00132; 0,00117; 0,00124; 0,00104; 0,00139
320000000; 661,062; 0,00122; 0,00133; 0,00114; 0,00124; 0,00105; 0,00165
330000000; 679,4855; 0,00119; 0,00138; 0,00114; 0,00124; 0,00126; 0,00178
340000000; 698,181; 0,00119; 0,00128; 0,00116; 0,00124; 0,00104; 0,00139
350000000; 717,6261; 0,00118; 0,00138; 0,00116; 0,00126; 0,00103; 0,00167
360000000; 738,3996; 0,00123; 0,00131; 0,00115; 0,0012; 0,00106; 0,0015
370000000; 760,1087; 0,00118; 0,00131; 0,00116; 0,00122; 0,00105; 0,00137
380000000; 778,9453; 0,00114; 0,00131; 0,00123; 0,00126; 0,00106; 0,00152
390000000; 797,9071; 0,00121; 0,0014; 0,00116; 0,00126; 0,00102; 0,00139
400000000; 823,3563; 0,00119; 0,00131; 0,00116; 0,00121; 0,00103; 0,00139
410000000; 838,6189; 0,00123; 0,00132; 0,00118; 0,00118; 0,00105; 0,00135
420000000; 861,8255; 0,0013; 0,00132; 0,00117; 0,00127; 0,00104; 0,00163
430000000; 881,9777; 0,00137; 0,00129; 0,00127; 0,00133; 0,00105; 0,0017
440000000; 901,7011; 0,00119; 0,00135; 0,00114; 0,00123; 0,00106; 0,00141
450000000; 926,1631; 0,00122; 0,00128; 0,00118; 0,0013; 0,00106; 0,00139
460000000; 941,0073; 0,00121; 0,00132; 0,00118; 0,00133; 0,00103; 0,00175
470000000; 961,7349; 0,0012; 0,00132; 0,00114; 0,00131; 0,00105; 0,00148
480000000; 985,0492; 0,00117; 0,00132; 0,00113; 0,00125; 0,00104; 0,00176
490000000; 1004,87; 0,00119; 0,00131; 0,00115; 0,00127; 0,00105; 0,00177
500000000; 1024,438; 0,00121; 0,00136; 0,00119; 0,00125; 0,00104; 0,0018
510000000; 1043,261; 0,00121; 0,00128; 0,00117; 0,00123; 0,00105; 0,00182
520000000; 1064,608; 0,0012; 0,00138; 0,0012; 0,00119; 0,00105; 0,00137
530000000; 1090,61; 0,00118; 0,00131; 0,00117; 0,00123; 0,00106; 0,0014
540000000; 1106,849; 0,00119; 0,00132; 0,00115; 0,00126; 0,00104; 0,0014
550000000; 1124,921; 0,00117; 0,00132; 0,00118; 0,00123; 0,00102; 0,0014
560000000; 1148,312; 0,00122; 0,00136; 0,00119; 0,00125; 0,00105; 0,00213
570000000; 1168,598; 0,00121; 0,00131; 0,00116; 0,00125; 0,00105; 0,00138
580000000; 1187,971; 0,0012; 0,00135; 0,00119; 0,00128; 0,00104; 0,00175
590000000; 1207,128; 0,00131; 0,00151; 0,0013; 0,00136; 0,00114; 0,002
600000000; 1235,54; 0,0012; 0,00135; 0,00113; 0,00133; 0,00105; 0,00176
610000000; 1256,431; 0,00121; 0,00131; 0,00117; 0,00124; 0,00104; 0,00138
620000000; 1273,866; 0,00118; 0,00134; 0,0012; 0,0013; 0,00105; 0,00139
630000000; 1296,78; 0,00118; 0,00136; 0,00123; 0,00128; 0,00106; 0,00171
640000000; 1313,99; 0,00119; 0,00135; 0,00116; 0,00127; 0,00105; 0,00138
650000000; 1337,294; 0,00118; 0,00139; 0,00118; 0,00127; 0,00104; 0,00181
660000000; 1360,692; 0,00117; 0,00133; 0,00118; 0,00128; 0,00104; 0,00164
670000000; 1373,515; 0,00117; 0,00136; 0,00113; 0,00125; 0,00107; 0,00173
680000000; 1419,083; 0,00117; 0,00133; 0,00117; 0,00134; 0,00105; 0,00177
690000000; 1422,518; 0,0013; 0,00148; 0,00129; 0,00134; 0,00114; 0,00145
700000000; 1447,017; 0,00119; 0,00138; 0,00118; 0,00118; 0,00121; 0,00184
710000000; 1458,932; 0,0012; 0,00133; 0,00118; 0,00124; 0,00103; 0,00137
720000000; 1486,634; 0,0012; 0,00133; 0,00116; 0,0013; 0,00102; 0,0014
730000000; 1495,876; 0,00116; 0,00132; 0,00119; 0,00125; 0,00106; 0,00139
740000000; 1523,052; 0,00118; 0,00134; 0,00119; 0,00126; 0,00106; 0,00161
750000000; 1545,73; 0,0012; 0,00134; 0,00117; 0,00126; 0,00104; 0,00163
760000000; 1574,024; 0,00119; 0,00135; 0,00117; 0,00123; 0,00106; 0,00141
770000000; 1584,986; 0,0012; 0,0013; 0,00121; 0,00118; 0,00107; 0,0014
780000000; 1599,258; 0,00119; 0,00131; 0,00117; 0,00126; 0,00111; 0,00148
790000000; 1625,851; 0,00122; 0,00136; 0,00113; 0,00127; 0,00104; 0,00141
800000000; 1690,786; 0,00119; 0,00135; 0,00115; 0,0013; 0,00103; 0,00143
810000000; 1697,648; 0,00117; 0,00134; 0,00119; 0,00126; 0,00105; 0,0014
820000000; 1698,064; 0,00121; 0,00133; 0,00116; 0,00125; 0,00106; 0,0014
830000000; 1751,398; 0,00123; 0,00136; 0,00115; 0,00134; 0,00104; 0,00138
840000000; 1781,15; 0,00122; 0,00134; 0,00117; 0,00128; 0,00104; 0,00172
850000000; 1834,499; 0,0012; 0,00134; 0,00117; 0,00131; 0,00107; 0,00164
860000000; 1830,926; 0,00123; 0,00133; 0,00126; 0,00133; 0,00104; 0,00144
870000000; 1852,779; 0,00128; 0,00133; 0,0012; 0,00127; 0,00105; 0,00159
880000000; 1914,064; 0,0013; 0,00136; 0,00121; 0,0013; 0,01241; 0,00142
890000000; 1937,702; 0,00123; 0,00139; 0,00121; 0,00125; 0,00631; 0,00139
