10000000, 26.9715, 0.0013, 0.00177, 0.00161, 0.00147, 0.00577, 0.00177, END
20000000, 45.04846, 0.00112, 0.0013, 0.00114, 0.00118, 0.00106, 0.00151, END
30000000, 64.48553, 0.00123, 0.00128, 0.00118, 0.00171, 0.00119, 0.00175, END
40000000, 85.29757, 0.00117, 0.00142, 0.00117, 0.00125, 0.00109, 0.00142, END
50000000, 103.6545, 0.00118, 0.00131, 0.00115, 0.00123, 0.00106, 0.00136, END
60000000, 123.7836, 0.00116, 0.0013, 0.00116, 0.00127, 0.00104, 0.00137, END
70000000, 144.5616, 0.00114, 0.00131, 0.00118, 0.00122, 0.00104, 0.00172, END
80000000, 164.7344, 0.00116, 0.0013, 0.00115, 0.00124, 0.00103, 0.00136, END
90000000, 185.0922, 0.00117, 0.00132, 0.00119, 0.0012, 0.00105, 0.00135, END
100000000, 209.6331, 0.00118, 0.0013, 0.00115, 0.00122, 0.00105, 0.00175, END
110000000, 227.9061, 0.0012, 0.00132, 0.00115, 0.00124, 0.00105, 0.00159, END
120000000, 247.6111, 0.0012, 0.0013, 0.00116, 0.00125, 0.00105, 0.00155, END
130000000, 267.6315, 0.00117, 0.00131, 0.00117, 0.00122, 0.00106, 0.00162, END
140000000, 288.1325, 0.00121, 0.00129, 0.00116, 0.00126, 0.00106, 0.00176, END
150000000, 309.5061, 0.00119, 0.00132, 0.00115, 0.00128, 0.00104, 0.00153, END
160000000, 335.9725, 0.00117, 0.00132, 0.00112, 0.00156, 0.00104, 0.0018, END
170000000, 350.1699, 0.00132, 0.00144, 0.00131, 0.00139, 0.00117, 0.00177, END
180000000, 372.331, 0.00118, 0.0013, 0.00117, 0.00125, 0.00103, 0.00162, END
190000000, 391.0826, 0.00117, 0.00132, 0.00117, 0.00126, 0.00104, 0.00154, END
200000000, 410.8094, 0.00118, 0.00133, 0.00116, 0.00123, 0.00104, 0.00138, END
210000000, 430.7861, 0.00119, 0.0013, 0.00116, 0.00125, 0.00105, 0.0016, END
220000000, 451.2437, 0.00118, 0.0013, 0.00119, 0.00128, 0.00107, 0.00138, END
230000000, 473.362, 0.00118, 0.00132, 0.00118, 0.00126, 0.00104, 0.00175, END
240000000, 491.6635, 0.00119, 0.00133, 0.00113, 0.00128, 0.00105, 0.00162, END
250000000, 511.0606, 0.00116, 0.00131, 0.00117, 0.00129, 0.00103, 0.00137, END
260000000, 532.1255, 0.00115, 0.00131, 0.00113, 0.0012, 0.00106, 0.00139, END
270000000, 553.1429, 0.00125, 0.00138, 0.00131, 0.00126, 0.00106, 0.00144, END
280000000, 573.0994, 0.00117, 0.00131, 0.00115, 0.00124, 0.00106, 0.00141, END
290000000, 594.4521, 0.00119, 0.0013, 0.00116, 0.00125, 0.00103, 0.00161, END
300000000, 615.8233, 0.00118, 0.00133, 0.00117, 0.00121, 0.0011, 0.00148, END
310000000, 636.3697, 0.00119, 0.00132, 0.00117, 0.00124, 0.00104, 0.00139, END
320000000, 661.062, 0.00122, 0.00133, 0.00114, 0.00124, 0.00105, 0.00165, END
330000000, 679.4855, 0.00119, 0.00138, 0.00114, 0.00124, 0.00126, 0.00178, END
340000000, 698.181, 0.00119, 0.00128, 0.00116, 0.00124, 0.00104, 0.00139, END
350000000, 717.6261, 0.00118, 0.00138, 0.00116, 0.00126, 0.00103, 0.00167, END
360000000, 738.3996, 0.00123, 0.00131, 0.00115, 0.0012, 0.00106, 0.0015, END
370000000, 760.1087, 0.00118, 0.00131, 0.00116, 0.00122, 0.00105, 0.00137, END
380000000, 778.9453, 0.00114, 0.00131, 0.00123, 0.00126, 0.00106, 0.00152, END
390000000, 797.9071, 0.00121, 0.0014, 0.00116, 0.00126, 0.00102, 0.00139, END
400000000, 823.3563, 0.00119, 0.00131, 0.00116, 0.00121, 0.00103, 0.00139, END
410000000, 838.6189, 0.00123, 0.00132, 0.00118, 0.00118, 0.00105, 0.00135, END
420000000, 861.8255, 0.0013, 0.00132, 0.00117, 0.00127, 0.00104, 0.00163, END
430000000, 881.9777, 0.00137, 0.00129, 0.00127, 0.00133, 0.00105, 0.0017, END
440000000, 901.7011, 0.00119, 0.00135, 0.00114, 0.00123, 0.00106, 0.00141, END
450000000, 926.1631, 0.00122, 0.00128, 0.00118, 0.0013, 0.00106, 0.00139, END
460000000, 941.0073, 0.00121, 0.00132, 0.00118, 0.00133, 0.00103, 0.00175, END
470000000, 961.7349, 0.0012, 0.00132, 0.00114, 0.00131, 0.00105, 0.00148, END
480000000, 985.0492, 0.00117, 0.00132, 0.00113, 0.00125, 0.00104, 0.00176, END
490000000, 1004.87, 0.00119, 0.00131, 0.00115, 0.00127, 0.00105, 0.00177, END
500000000, 1024.438, 0.00121, 0.00136, 0.00119, 0.00125, 0.00104, 0.0018, END
510000000, 1043.261, 0.00121, 0.00128, 0.00117, 0.00123, 0.00105, 0.00182, END
520000000, 1064.608, 0.0012, 0.00138, 0.0012, 0.00119, 0.00105, 0.00137, END
530000000, 1090.61, 0.00118, 0.00131, 0.00117, 0.00123, 0.00106, 0.0014, END
540000000, 1106.849, 0.00119, 0.00132, 0.00115, 0.00126, 0.00104, 0.0014, END
550000000, 1124.921, 0.00117, 0.00132, 0.00118, 0.00123, 0.00102, 0.0014, END
560000000, 1148.312, 0.00122, 0.00136, 0.00119, 0.00125, 0.00105, 0.00213, END
570000000, 1168.598, 0.00121, 0.00131, 0.00116, 0.00125, 0.00105, 0.00138, END
580000000, 1187.971, 0.0012, 0.00135, 0.00119, 0.00128, 0.00104, 0.00175, END
590000000, 1207.128, 0.00131, 0.00151, 0.0013, 0.00136, 0.00114, 0.002, END
600000000, 1235.54, 0.0012, 0.00135, 0.00113, 0.00133, 0.00105, 0.00176, END
610000000, 1256.431, 0.00121, 0.00131, 0.00117, 0.00124, 0.00104, 0.00138, END
620000000, 1273.866, 0.00118, 0.00134, 0.0012, 0.0013, 0.00105, 0.00139, END
630000000, 1296.78, 0.00118, 0.00136, 0.00123, 0.00128, 0.00106, 0.00171, END
640000000, 1313.99, 0.00119, 0.00135, 0.00116, 0.00127, 0.00105, 0.00138, END
650000000, 1337.294, 0.00118, 0.00139, 0.00118, 0.00127, 0.00104, 0.00181, END
660000000, 1360.692, 0.00117, 0.00133, 0.00118, 0.00128, 0.00104, 0.00164, END
670000000, 1373.515, 0.00117, 0.00136, 0.00113, 0.00125, 0.00107, 0.00173, END
680000000, 1419.083, 0.00117, 0.00133, 0.00117, 0.00134, 0.00105, 0.00177, END
690000000, 1422.518, 0.0013, 0.00148, 0.00129, 0.00134, 0.00114, 0.00145, END
700000000, 1447.017, 0.00119, 0.00138, 0.00118, 0.00118, 0.00121, 0.00184, END
710000000, 1458.932, 0.0012, 0.00133, 0.00118, 0.00124, 0.00103, 0.00137, END
720000000, 1486.634, 0.0012, 0.00133, 0.00116, 0.0013, 0.00102, 0.0014, END
730000000, 1495.876, 0.00116, 0.00132, 0.00119, 0.00125, 0.00106, 0.00139, END
740000000, 1523.052, 0.00118, 0.00134, 0.00119, 0.00126, 0.00106, 0.00161, END
750000000, 1545.73, 0.0012, 0.00134, 0.00117, 0.00126, 0.00104, 0.00163, END
760000000, 1574.024, 0.00119, 0.00135, 0.00117, 0.00123, 0.00106, 0.00141, END
770000000, 1584.986, 0.0012, 0.0013, 0.00121, 0.00118, 0.00107, 0.0014, END
780000000, 1599.258, 0.00119, 0.00131, 0.00117, 0.00126, 0.00111, 0.00148, END
790000000, 1625.851, 0.00122, 0.00136, 0.00113, 0.00127, 0.00104, 0.00141, END
800000000, 1690.786, 0.00119, 0.00135, 0.00115, 0.0013, 0.00103, 0.00143, END
810000000, 1697.648, 0.00117, 0.00134, 0.00119, 0.00126, 0.00105, 0.0014, END
820000000, 1698.064, 0.00121, 0.00133, 0.00116, 0.00125, 0.00106, 0.0014, END
830000000, 1751.398, 0.00123, 0.00136, 0.00115, 0.00134, 0.00104, 0.00138, END
840000000, 1781.15, 0.00122, 0.00134, 0.00117, 0.00128, 0.00104, 0.00172, END
850000000, 1834.499, 0.0012, 0.00134, 0.00117, 0.00131, 0.00107, 0.00164, END
860000000, 1830.926, 0.00123, 0.00133, 0.00126, 0.00133, 0.00104, 0.00144, END
870000000, 1852.779, 0.00128, 0.00133, 0.0012, 0.00127, 0.00105, 0.00159, END
880000000, 1914.064, 0.0013, 0.00136, 0.00121, 0.0013, 0.01241, 0.00142, END
890000000, 1937.702, 0.00123, 0.00139, 0.00121, 0.00125, 0.00631, 0.00139, END
900000000, 2184.837, 0.00135, 0.00151, 0.00135, 0.00132, 0.0067, 0.0015, END
910000000, 24003.23, 0.00135, 0.00153, 0.00146, 0.00128, 0.01578, 0.00147, END
920000000, 2112.821, 0.00142, 0.00149, 0.00134, 0.0014, 0.00881, 0.00158, END
930000000, 27814.61, 0.028, 0.0015, 0.02962, 0.0014, 0.00699, 0.02018, END
940000000, 29021.51, 0.01676, 0.00137, 0.0149, 0.00125, 0.0175, 0.01045, END
950000000, 29528, 0.03882, 0.00179, 0.04644, 0.00141, 0.01698, 0.05301, END
960000000, 30666.1, 0.01557, 0.00139, 0.01462, 0.00133, 0.00639, 0.01002, END
970000000, 30541.77, 0.01617, 0.00131, 0.01499, 0.00128, 0.22286, 0.01184, END
980000000, 32383.83, 0.01775, 0.0015, 0.01582, 0.00132, 0.01977, 0.00976, END
990000000, 33501.25, 0.01802, 0.00141, 0.01525, 0.00151, 0.01947, 0.01097, END
1000000000, 37807.26, 0.01991, 0.00149, 0.02226, 0.00155, 0.01573, 0.01238, END
