20000000, 78.3892, 0.00129, 0.00141, 0.00128, 0.00148, 0.0662, 0.00158, END
40000000, 101, 0.00128, 0.00147, 0.00149, 0.00135, 0.09492, 0.00183, END
60000000, 139.9, 0.00122, 0.00145, 0.00115, 0.00124, 0.1069, 0.0016, END
80000000, 186.3, 0.00138, 0.00145, 0.00135, 0.00139, 0.1345, 0.0017, END
100000000, 226.7, 0.00145, 0.00178, 0.00146, 0.00168, 0.2159, 0.00168, END
120000000, 272.2, 0.00115, 0.00156, 0.00115, 0.00129, 0.1915, 0.00173, END
140000000, 314.2, 0.00123, 0.00135, 0.00121, 0.00147, 0.2144, 0.00173, END
160000000, 355.6, 0.00136, 0.00148, 0.00127, 0.00138, 0.2279, 0.00167, END
180000000, 401.2, 0.00121, 0.00136, 0.00131, 0.00134, 0.2543, 0.00157, END
200000000, 449.9, 0.00132, 0.00152, 0.00133, 0.00137, 0.2971, 0.00183, END
220000000, 492, 0.00127, 0.00151, 0.00129, 0.00138, 0.2904, 0.00168, END
240000000, 541.2, 0.00136, 0.00144, 0.00129, 0.00136, 0.3084, 0.00155, END
260000000, 576, 0.00138, 0.00143, 0.00117, 0.00134, 0.2869, 0.00156, END
280000000, 602.6, 0.00114, 0.00136, 0.00115, 0.00124, 0.3059, 0.00153, END
300000000, 640.6, 0.00118, 0.00139, 0.00116, 0.00123, 0.3614, 0.00187, END
